KOD IPT,KOD  PROGRAM (5 digit),KOD PERINGKAT Kelulusan,Kod Kategori
02524,10669,4,2
02524,10900,4,2
02524,11519,4,2
02524,11520,4,2
02525,04400,4,2
02525,10928,4,2
02526,10738,4,2
02526,10755,4,2
02527,10755,4,2
02528,01838,4,2
02528,02123,4,2
02528,02139,4,2
02528,02153,4,2
02528,02155,4,2
02528,02165,4,2
02528,02182,4,2
02528,02198,4,2
02528,02207,4,2
02528,02216,4,2
02528,02328,4,2
02528,02330,4,2
02528,02334,4,2
02528,02335,4,2
02528,02362,4,2
02528,02367,4,2
02528,02375,4,2
02528,02377,4,2
02528,02378,4,2
02528,02381,4,2
02528,02408,4,2
02528,03522,4,2
02528,03570,4,2
02528,03571,4,2
02528,03660,4,2
02528,03662,4,2
02528,03667,4,2
02528,03670,4,2
02528,03671,4,2
02528,03672,4,2
02528,03673,4,2
02528,04302,4,2
02528,04303,4,2
02528,06539,4,2
02528,06548,4,2
02528,06560,4,2
02528,06578,4,2
02528,06794,4,2
02528,06804,4,2
02528,06816,4,2
02528,08491,4,2
02528,09227,4,2
02528,10956,4,2
02528,11222,4,2
02528,11771,4,2
02528,11803,4,2
02528,11804,4,2
02528,11832,4,2
02528,11873,4,2
02528,11887,4,2
02528,11891,4,2
02528,11912,4,2
02528,12000,4,2
02528,12126,4,2
02528,12127,4,2
02528,12128,4,2
02528,12196,4,2
02528,12260,4,2
02528,12261,4,2
02528,12318,4,2
02528,12319,4,2
02528,12459,4,2
02528,12460,4,2
02528,12474,4,2
02528,12475,4,2
02528,12479,4,2
02528,12480,4,2
02528,12677,4,2
02528,12790,4,2
02528,12986,4,2
02528,12987,4,2
02528,13003,4,2
02528,13004,4,2
02528,13015,4,2
02528,13016,4,2
02528,13046,4,2
02528,13047,4,2
02528,13127,4,2
02528,13128,4,2
02528,13162,4,2
02528,13163,4,2
02528,13209,4,2
02528,13210,4,2
02528,13249,4,2
02528,13251,4,2
02528,13287,4,2
02528,13288,4,2
02528,13290,4,2
02528,13291,4,2
02528,13310,4,2
02528,13323,4,2
02528,13337,4,2
02528,13338,4,2
02528,13360,4,2
02528,13439,4,2
02528,13440,4,2
02528,13461,4,2
02528,13471,4,2
02528,13472,4,2
02528,13473,4,2
02528,13514,4,2
02528,13515,4,2
02529,02103,4,2
02529,02165,4,2
02529,02169,4,2
02529,02173,4,2
02529,02204,4,2
02529,02206,4,2
02529,02209,4,2
02529,02253,4,2
02529,02254,4,2
02529,02261,4,2
02529,02269,4,2
02529,02272,4,2
02529,02276,4,2
02529,02294,4,2
02529,02309,4,2
02529,02311,4,2
02529,02315,4,2
02529,02320,4,2
02529,02322,4,2
02529,02404,4,2
02529,02556,4,2
02529,02633,4,2
02529,02712,4,2
02529,02731,4,2
02529,02749,4,2
02529,02900,4,2
02529,02901,4,2
02529,02902,4,2
02529,02903,4,2
02529,02904,4,2
02529,03020,4,2
02529,03195,4,2
02529,03199,4,2
02529,03600,4,2
02529,04597,4,2
02529,05043,4,2
02529,05235,4,2
02529,05442,4,2
02529,05484,4,2
02529,05573,4,2
02529,05845,4,2
02529,06140,4,2
02529,06355,4,2
02529,06491,4,2
02529,06523,4,2
02529,06527,4,2
02529,06528,4,2
02529,06530,4,2
02529,06914,4,2
02529,06988,4,2
02529,07432,4,2
02529,07607,4,2
02529,07681,4,2
02529,07682,4,2
02529,07699,4,2
02529,07751,4,2
02529,07907,4,2
02529,07908,4,2
02529,07909,4,2
02529,07948,4,2
02529,08213,4,2
02529,08295,4,2
02529,08311,4,2
02529,08369,4,2
02529,08555,4,2
02529,08599,4,2
02529,08685,4,2
02529,08894,4,2
02529,08922,4,2
02529,14083,4,2
02530,10755,4,2
02531,01711,4,2
02531,01724,4,2
02531,01729,4,2
02531,01730,4,2
02531,01765,4,2
02531,01771,4,2
02531,01773,4,2
02531,01784,4,2
02531,01786,4,2
02531,01804,4,2
02531,01812,4,2
02531,01813,4,2
02531,01860,4,2
02531,01880,4,2
02531,01883,4,2
02531,01884,4,2
02531,01921,4,2
02531,01923,4,2
02531,01930,4,2
02531,01931,4,2
02531,02022,4,2
02531,02023,4,2
02531,02028,4,2
02531,02050,4,2
02531,02051,4,2
02531,02119,4,2
02531,02150,4,2
02531,02153,4,2
02531,02154,4,2
02531,02156,4,2
02531,02158,4,2
02531,02159,4,2
02531,02160,4,2
02531,02161,4,2
02531,02162,4,2
02531,02163,4,2
02531,02164,4,2
02531,02182,4,2
02531,02189,4,2
02531,02192,4,2
02531,02193,4,2
02531,04580,4,2
02531,04628,4,2
02531,04629,4,2
02531,04630,4,2
02531,04631,4,2
02531,04632,4,2
02531,04633,4,2
02531,04634,4,2
02531,04635,4,2
02531,04636,4,2
02531,04637,4,2
02531,04638,4,2
02531,04639,4,2
02531,04640,4,2
02531,04641,4,2
02531,04648,4,2
02531,04682,4,2
02531,04683,4,2
02531,04684,4,2
02531,04685,4,2
02531,04686,4,2
02531,04687,4,2
02531,04688,4,2
02531,04690,4,2
02531,04691,4,2
02531,04692,4,2
02531,04693,4,2
02531,04694,4,2
02531,04695,4,2
02531,04696,4,2
02531,04697,4,2
02531,04698,4,2
02531,04699,4,2
02531,04700,4,2
02531,04701,4,2
02531,04702,4,2
02531,04703,4,2
02531,04704,4,2
02531,04705,4,2
02531,04706,4,2
02531,04707,4,2
02531,04708,4,2
02531,04709,4,2
02531,04710,4,2
02531,04711,4,2
02531,04820,4,2
02531,04966,4,2
02531,04967,4,2
02531,04968,4,2
02531,04969,4,2
02531,04970,4,2
02531,04971,4,2
02531,04972,4,2
02531,04973,4,2
02531,04974,4,2
02531,04975,4,2
02531,04976,4,2
02531,04977,4,2
02531,04978,4,2
02531,04979,4,2
02531,04980,4,2
02531,05295,4,2
02531,05298,4,2
02531,05299,4,2
02531,05301,4,2
02531,05304,4,2
02531,05431,4,2
02531,05432,4,2
02531,05522,4,2
02531,05523,4,2
02531,05524,4,2
02531,05525,4,2
02531,05526,4,2
02531,05527,4,2
02531,05528,4,2
02531,05529,4,2
02531,05530,4,2
02531,05531,4,2
02531,05532,4,2
02531,05533,4,2
02531,05534,4,2
02531,05535,4,2
02531,05536,4,2
02531,05630,4,2
02531,05645,4,2
02531,05646,4,2
02531,05647,4,2
02531,05648,4,2
02531,05649,4,2
02531,05650,4,2
02531,05651,4,2
02531,05652,4,2
02531,05653,4,2
02531,05654,4,2
02531,05655,4,2
02531,05656,4,2
02531,05657,4,2
02531,05658,4,2
02531,05659,4,2
02531,05660,4,2
02531,05661,4,2
02531,05716,4,2
02531,05749,4,2
02531,05750,4,2
02531,05752,4,2
02531,05754,4,2
02531,05755,4,2
02531,05756,4,2
02531,05757,4,2
02531,05758,4,2
02531,05759,4,2
02531,05760,4,2
02531,05762,4,2
02531,05763,4,2
02531,05764,4,2
02531,05765,4,2
02531,05766,4,2
02531,05767,4,2
02531,05768,4,2
02531,05809,4,2
02531,05810,4,2
02531,05811,4,2
02531,05812,4,2
02531,05813,4,2
02531,05814,4,2
02531,05815,4,2
02531,05816,4,2
02531,05817,4,2
02531,05818,4,2
02531,05819,4,2
02531,05820,4,2
02531,05821,4,2
02531,05822,4,2
02531,05823,4,2
02531,05824,4,2
02531,05825,4,2
02531,05826,4,2
02531,05827,4,2
02531,05828,4,2
02531,06035,4,2
02531,06214,4,2
02531,06216,4,2
02531,06218,4,2
02531,06219,4,2
02531,06220,4,2
02531,06221,4,2
02531,06223,4,2
02531,06225,4,2
02531,06226,4,2
02531,06228,4,2
02531,06230,4,2
02531,06231,4,2
02531,06234,4,2
02531,06237,4,2
02531,06243,4,2
02531,06244,4,2
02531,06590,4,2
02531,06598,4,2
02531,06599,4,2
02531,06600,4,2
02531,06602,4,2
02531,06610,4,2
02531,06613,4,2
02531,06616,4,2
02531,06617,4,2
02531,06618,4,2
02531,06619,4,2
02531,06620,4,2
02531,06621,4,2
02531,06622,4,2
02531,06623,4,2
02531,06624,4,2
02531,06625,4,2
02531,06626,4,2
02531,06627,4,2
02531,06628,4,2
02531,06689,4,2
02531,06754,4,2
02531,06755,4,2
02531,06757,4,2
02531,06759,4,2
02531,06761,4,2
02531,06763,4,2
02531,06766,4,2
02531,06767,4,2
02531,06829,4,2
02531,06836,4,2
02531,06837,4,2
02531,06839,4,2
02531,06846,4,2
02531,06849,4,2
02531,06852,4,2
02531,06853,4,2
02531,06854,4,2
02531,06855,4,2
02531,06856,4,2
02531,06857,4,2
02531,06858,4,2
02531,06859,4,2
02531,06860,4,2
02531,06861,4,2
02531,06862,4,2
02531,06863,4,2
02531,06927,4,2
02531,06928,4,2
02531,06929,4,2
02531,06930,4,2
02531,06931,4,2
02531,06932,4,2
02531,06933,4,2
02531,06934,4,2
02531,06935,4,2
02531,06936,4,2
02531,06937,4,2
02531,06938,4,2
02531,06939,4,2
02531,06940,4,2
02531,06941,4,2
02531,06942,4,2
02531,06943,4,2
02531,06944,4,2
02531,06945,4,2
02531,06946,4,2
02531,06947,4,2
02531,06948,4,2
02531,06949,4,2
02531,06950,4,2
02531,06951,4,2
02531,06952,4,2
02531,06953,4,2
02531,06954,4,2
02531,06955,4,2
02531,06956,4,2
02531,06957,4,2
02531,06958,4,2
02531,06959,4,2
02531,06960,4,2
02531,06961,4,2
02531,06963,4,2
02531,06969,4,2
02531,06994,4,2
02531,07003,4,2
02531,07007,4,2
02531,07008,4,2
02531,07009,4,2
02531,07010,4,2
02531,07011,4,2
02531,07012,4,2
02531,07013,4,2
02531,07014,4,2
02531,07015,4,2
02531,07016,4,2
02531,07022,4,2
02531,07023,4,2
02531,07094,4,2
02531,07095,4,2
02531,07096,4,2
02531,07097,4,2
02531,07098,4,2
02531,07099,4,2
02531,07173,4,2
02531,07181,4,2
02531,07189,4,2
02531,07192,4,2
02531,07193,4,2
02531,07195,4,2
02531,07196,4,2
02531,07198,4,2
02531,07199,4,2
02531,07204,4,2
02531,07206,4,2
02531,07211,4,2
02531,07212,4,2
02531,07491,4,2
02531,07498,4,2
02531,07500,4,2
02531,07505,4,2
02531,07525,4,2
02531,07526,4,2
02531,07527,4,2
02531,07528,4,2
02531,07529,4,2
02531,07530,4,2
02531,07537,4,2
02531,07538,4,2
02531,07585,4,2
02531,07590,4,2
02531,07591,4,2
02531,07592,4,2
02531,07594,4,2
02531,07596,4,2
02531,07601,4,2
02531,07602,4,2
02531,07874,4,2
02531,07875,4,2
02531,07876,4,2
02531,07877,4,2
02531,07880,4,2
02531,07883,4,2
02531,07884,4,2
02531,07885,4,2
02531,07886,4,2
02531,07887,4,2
02531,07935,4,2
02531,07947,4,2
02531,08049,4,2
02531,08052,4,2
02531,08058,4,2
02531,08059,4,2
02531,08123,4,2
02531,08150,4,2
02531,08153,4,2
02531,08160,4,2
02531,08161,4,2
02531,08207,4,2
02531,08208,4,2
02531,08285,4,2
02531,08286,4,2
02531,08287,4,2
02531,08479,4,2
02531,08480,4,2
02531,08487,4,2
02531,08500,4,2
02531,08505,4,2
02531,08506,4,2
02531,08683,4,2
02531,08809,4,2
02531,09008,4,2
02531,10738,4,2
02531,20139,4,2
02531,20145,4,2
02531,20150,4,2
02531,20153,4,2
02531,20161,4,2
02532,11688,4,2
02532,11691,4,2
02532,11692,4,2
02532,11693,4,2
02532,11694,4,2
02532,11695,4,2
02532,11696,4,2
02532,11697,4,2
02532,11698,4,2
02532,11838,4,2
02532,11907,4,2
02532,11915,4,2
02532,11918,4,2
02532,11923,4,2
02532,11924,4,2
02532,11928,4,2
02532,11932,4,2
02532,11933,4,2
02532,11936,4,2
02532,11938,4,2
02532,11939,4,2
02532,11943,4,2
02532,11995,4,2
02532,12055,4,2
02532,12074,4,2
02532,12075,4,2
02532,12076,4,2
02532,12077,4,2
02532,12078,4,2
02532,12079,4,2
02532,12080,4,2
02532,12081,4,2
02532,12082,4,2
02532,12083,4,2
02532,12084,4,2
02532,12085,4,2
02532,12086,4,2
02532,12087,4,2
02532,12246,4,2
02532,12247,4,2
02532,12248,4,2
02532,12249,4,2
02532,12250,4,2
02532,12251,4,2
02532,12252,4,2
02532,12331,4,2
02532,12339,4,2
02532,12342,4,2
02532,12346,4,2
02532,12347,4,2
02532,12349,4,2
02532,12352,4,2
02532,12355,4,2
02532,12356,4,2
02532,12360,4,2
02532,12361,4,2
02532,12394,4,2
02532,12396,4,2
02532,12406,4,2
02532,12537,4,2
02532,12594,4,2
02532,12598,4,2
02532,12599,4,2
02532,12600,4,2
02532,12601,4,2
02532,12602,4,2
02532,12603,4,2
02532,12604,4,2
02532,12605,4,2
02532,12630,4,2
02532,12631,4,2
02532,12632,4,2
02532,12633,4,2
02532,12634,4,2
02532,12635,4,2
02532,12656,4,2
02532,12678,4,2
02532,12679,4,2
02532,12680,4,2
02532,12681,4,2
02532,12682,4,2
02532,12683,4,2
02532,12685,4,2
02532,12686,4,2
02532,12687,4,2
02532,12688,4,2
02532,12689,4,2
02532,12690,4,2
02532,12692,4,2
02532,12694,4,2
02532,12695,4,2
02532,12696,4,2
02532,12697,4,2
02532,12698,4,2
02532,12706,4,2
02532,12707,4,2
02532,12791,4,2
02532,12792,4,2
02532,12793,4,2
02532,12794,4,2
02532,12795,4,2
02532,12796,4,2
02532,12797,4,2
02532,12798,4,2
02532,12799,4,2
02532,12800,4,2
02532,12801,4,2
02532,12803,4,2
02532,12804,4,2
02532,12805,4,2
02532,12806,4,2
02532,12807,4,2
02532,12808,4,2
02532,12822,4,2
02532,12823,4,2
02532,12824,4,2
02532,12825,4,2
02532,12826,4,2
02532,12827,4,2
02532,12852,4,2
02532,12928,4,2
02532,12929,4,2
02532,12930,4,2
02532,12931,4,2
02532,12932,4,2
02532,12933,4,2
02532,12934,4,2
02532,12937,4,2
02532,12938,4,2
02532,12939,4,2
02532,12940,4,2
02532,12941,4,2
02532,12945,4,2
02532,12946,4,2
02532,12947,4,2
02532,12948,4,2
02532,12962,4,2
02532,13001,4,2
02532,13032,4,2
02532,13039,4,2
02532,13042,4,2
02532,13221,4,2
02532,13222,4,2
02532,13223,4,2
02532,13351,4,2
02532,13364,4,2
02532,13399,4,2
02532,13446,4,2
02532,13447,4,2
02532,13448,4,2
02532,13560,4,2
02532,13561,4,2
02532,13569,4,2
02532,13570,4,2
02532,13571,4,2
02533,10736,4,2
02533,10738,4,2
02533,10755,4,2
02533,11515,4,2
02534,04785,4,2
02534,06322,4,2
02534,06385,4,2
02534,07468,4,2
02534,07469,4,2
02534,07470,4,2
02534,08563,4,2
02534,11222,4,2
02534,11350,4,2
02534,11822,4,2
02534,11823,4,2
02534,11824,4,2
02534,11825,4,2
02534,11872,4,2
02534,12016,4,2
02534,12117,4,2
02534,12135,4,2
02534,12136,4,2
02534,12195,4,2
02534,12197,4,2
02534,12202,4,2
02534,12262,4,2
02534,12266,4,2
02534,12343,4,2
02534,12344,4,2
02534,12382,4,2
02534,12383,4,2
02534,12458,4,2
02534,12507,4,2
02534,12508,4,2
02534,12559,4,2
02534,12560,4,2
02534,12584,4,2
02534,12585,4,2
02534,12586,4,2
02534,12587,4,2
02534,12963,4,2
02534,12964,4,2
02534,13001,4,2
02534,13045,4,2
02534,13072,4,2
02534,13075,4,2
02534,13099,4,2
02534,13114,4,2
02534,13188,4,2
02534,13197,4,2
02534,13204,4,2
02534,13214,4,2
02534,13217,4,2
02534,13323,4,2
02534,13339,4,2
02534,13404,4,2
02534,13479,4,2
02534,13553,4,2
02534,13554,4,2
02535,04400,4,2
02535,10928,4,2
02536,03708,4,2
02536,04594,4,2
02536,04601,4,2
02536,04752,4,2
02536,04843,4,2
02536,05154,4,2
02536,05156,4,2
02536,05235,4,2
02536,05546,4,2
02536,05617,4,2
02536,05675,4,2
02536,06502,4,2
02536,06517,4,2
02536,06567,4,2
02536,06914,4,2
02536,07030,4,2
02536,07107,4,2
02536,07348,4,2
02536,07372,4,2
02536,07374,4,2
02536,07433,4,2
02536,07435,4,2
02536,07464,4,2
02536,07482,4,2
02536,07680,4,2
02536,07721,4,2
02536,07722,4,2
02536,07723,4,2
02536,07724,4,2
02536,07725,4,2
02536,07726,4,2
02536,07962,4,2
02536,08177,4,2
02536,08368,4,2
02536,08556,4,2
02536,08830,4,2
02536,08924,4,2
02536,09177,4,2
02536,11222,4,2
02536,11904,4,2
02536,11916,4,2
02536,11918,4,2
02536,11920,4,2
02536,11926,4,2
02536,11933,4,2
02536,11942,4,2
02536,11972,4,2
02536,11995,4,2
02536,12138,4,2
02536,12141,4,2
02536,12147,4,2
02536,12155,4,2
02536,12163,4,2
02536,12262,4,2
02536,12320,4,2
02536,12338,4,2
02536,12340,4,2
02536,12349,4,2
02536,12351,4,2
02536,12354,4,2
02536,12359,4,2
02536,12396,4,2
02536,12523,4,2
02536,12524,4,2
02536,12525,4,2
02536,12526,4,2
02536,12590,4,2
02536,12626,4,2
02536,12642,4,2
02536,12729,4,2
02536,12731,4,2
02536,12733,4,2
02536,13030,4,2
02536,13036,4,2
02536,13045,4,2
02536,13051,4,2
02536,13054,4,2
02536,13194,4,2
02536,13217,4,2
02536,13274,4,2
02536,13299,4,2
02536,13323,4,2
02536,13327,4,2
02536,13350,4,2
02536,13480,4,2
02536,13489,4,2
02536,13544,4,2
02537,04690,4,2
02537,04733,4,2
02537,04820,4,2
02537,04828,4,2
02537,05407,4,2
02537,05416,4,2
02537,05420,4,2
02537,05430,4,2
02537,05502,4,2
02537,05504,4,2
02537,05506,4,2
02537,05507,4,2
02537,05509,4,2
02537,05710,4,2
02537,05711,4,2
02537,05712,4,2
02537,05713,4,2
02537,05714,4,2
02537,05715,4,2
02537,05838,4,2
02537,06035,4,2
02537,06073,4,2
02537,06083,4,2
02537,06502,4,2
02537,06536,4,2
02537,06548,4,2
02537,06549,4,2
02537,06561,4,2
02537,06563,4,2
02537,06572,4,2
02537,06791,4,2
02537,06805,4,2
02537,06817,4,2
02537,06822,4,2
02537,06962,4,2
02537,07018,4,2
02537,07077,4,2
02537,07083,4,2
02537,07084,4,2
02537,07087,4,2
02537,07088,4,2
02537,07089,4,2
02537,07090,4,2
02537,07166,4,2
02537,07500,4,2
02537,07503,4,2
02537,07506,4,2
02537,07982,4,2
02537,07992,4,2
02537,07994,4,2
02537,07996,4,2
02537,08123,4,2
02537,08125,4,2
02537,08126,4,2
02537,08128,4,2
02537,08130,4,2
02537,08131,4,2
02537,08137,4,2
02537,08139,4,2
02537,08140,4,2
02537,08219,4,2
02537,08220,4,2
02537,08224,4,2
02537,08230,4,2
02537,08235,4,2
02537,08480,4,2
02537,08648,4,2
02537,08659,4,2
02537,08813,4,2
02537,08814,4,2
02537,08827,4,2
02537,09005,4,2
02537,10738,4,2
02537,11513,4,2
02537,11746,4,2
02537,11872,4,2
02537,11888,4,2
02537,11890,4,2
02537,11907,4,2
02537,11926,4,2
02537,11983,4,2
02537,12116,4,2
02537,12118,4,2
02537,12123,4,2
02537,12153,4,2
02537,12190,4,2
02537,12193,4,2
02537,12206,4,2
02537,12262,4,2
02537,12305,4,2
02537,12419,4,2
02537,12458,4,2
02537,12462,4,2
02537,12463,4,2
02537,12464,4,2
02537,12466,4,2
02537,12472,4,2
02537,12473,4,2
02537,12477,4,2
02537,12478,4,2
02537,12492,4,2
02537,12493,4,2
02537,12615,4,2
02537,12722,4,2
02537,12727,4,2
02537,12742,4,2
02537,12743,4,2
02537,13001,4,2
02537,13036,4,2
02537,13038,4,2
02537,13078,4,2
02537,13079,4,2
02537,13114,4,2
02537,13202,4,2
02537,13208,4,2
02537,13219,4,2
02537,13220,4,2
02537,13221,4,2
02537,13248,4,2
02537,13268,4,2
02537,13269,4,2
02537,13282,4,2
02537,13311,4,2
02537,13319,4,2
02537,13331,4,2
02537,13336,4,2
02537,13351,4,2
02537,13366,4,2
02537,13441,4,2
02537,13442,4,2
02537,13443,4,2
02537,13460,4,2
02537,13468,4,2
02537,13474,4,2
02537,13599,4,2
02538,00171,4,2
02538,09302,4,2
02538,10941,4,2
02538,11212,4,2
02538,11217,4,2
02538,11256,4,2
02538,15041,2,2
02538,17140,2,2
02538,20396,6,2
02539,05930,4,2
02539,05932,4,2
02539,05947,4,2
02539,06110,4,2
02539,06121,4,2
02539,06126,4,2
02539,06381,4,2
02539,06382,4,2
02539,06383,4,2
02539,07085,4,2
02539,07948,4,2
02539,07954,4,2
02539,07962,4,2
02539,07964,4,2
02539,08218,4,2
02539,08225,4,2
02539,08265,4,2
02539,11708,4,2
02539,11710,4,2
02539,11714,4,2
02539,11904,4,2
02539,11948,4,2
02539,11992,4,2
02539,12044,4,2
02539,12056,4,2
02539,12073,4,2
02539,12091,4,2
02539,12092,4,2
02539,12255,4,2
02539,12256,4,2
02539,12262,4,2
02539,12297,4,2
02539,12298,4,2
02539,12299,4,2
02539,12300,4,2
02539,12306,4,2
02539,12362,4,2
02539,12458,4,2
02539,12623,4,2
02539,12624,4,2
02539,12625,4,2
02539,12660,4,2
02539,12672,4,2
02539,12704,4,2
02539,12812,4,2
02539,12949,4,2
02539,12967,4,2
02539,13175,4,2
02539,13351,4,2
02539,13355,4,2
02539,13368,4,2
02539,13370,4,2
02539,13371,4,2
02539,13458,4,2
02539,13459,4,2
02539,13460,4,2
02539,13463,4,2
02539,13469,4,2
02539,13568,4,2
02539,13572,4,2
02539,20192,4,2
02539,20193,4,2
02539,20194,4,2
02539,20195,4,2
02539,20196,4,2
02539,20197,4,2
02540,09903,4,2
02540,10754,4,2
02540,19087,4,2
02540,20287,6,2
02540,21174,4,2
02541,11513,4,2
02542,09302,4,2
02542,11012,4,2
02542,11212,4,2
02542,17143,2,2
02543,03926,4,2
02543,09305,4,2
02543,10928,4,2
02543,10941,4,2
02543,11003,4,2
02543,11257,4,2
02543,14345,4,2
02543,17143,2,2
02543,17157,2,2
02543,20395,6,2
02543,20396,6,2
02544,04303,4,2
02544,04304,4,2
02544,04555,4,2
02544,04736,4,2
02544,04827,4,2
02544,04845,4,2
02544,05020,4,2
02544,05438,4,2
02544,05499,4,2
02544,05845,4,2
02544,06035,4,2
02544,06189,4,2
02544,06502,4,2
02544,06689,4,2
02544,06728,4,2
02544,07018,4,2
02544,07133,4,2
02544,07574,4,2
02544,07607,4,2
02544,07871,4,2
02544,07982,4,2
02544,08022,4,2
02544,08066,4,2
02544,08088,4,2
02544,08123,4,2
02544,08443,4,2
02544,08546,4,2
02544,08814,4,2
02544,09227,4,2
02544,10738,4,2
02544,11511,4,2
02545,01642,4,2
02545,04308,4,2
02545,04321,4,2
02545,04331,4,2
02545,04332,4,2
02545,04333,4,2
02545,04341,4,2
02545,04348,4,2
02545,04356,4,2
02545,04368,4,2
02545,04381,4,2
02545,04400,4,2
02545,04415,4,2
02545,04452,4,2
02545,04453,4,2
02545,09030,4,2
02545,09044,4,2
02545,09059,4,2
02545,09060,4,2
02545,09061,4,2
02545,09074,4,2
02545,09166,4,2
02545,09178,4,2
02545,09189,4,2
02545,09525,4,2
02545,09654,4,2
02545,09767,4,2
02545,09770,4,2
02545,09775,4,2
02545,09783,4,2
02545,09786,4,2
02545,09787,4,2
02545,09788,4,2
02545,09819,4,2
02545,10376,4,2
02545,10403,4,2
02545,10505,4,2
02545,10515,4,2
02545,10532,4,2
02545,10533,4,2
02545,10543,4,2
02545,10654,4,2
02545,10843,4,2
02545,10922,4,2
02545,10928,4,2
02545,11177,4,2
02545,11459,4,2
02545,11475,4,2
02545,11476,4,2
02545,11499,4,2
02545,11503,4,2
02545,11546,4,2
02546,03328,4,2
02546,04303,4,2
02546,04304,4,2
02546,09300,4,2
02546,09777,4,2
02546,10093,4,2
02546,10635,4,2
02546,11257,4,2
02547,10745,4,2
02548,01670,4,2
02549,04400,4,2
02549,09164,4,2
02549,10928,4,2
02550,04597,4,2
02550,04611,4,2
02550,04648,4,2
02550,05236,4,2
02550,05679,4,2
02550,06112,4,2
02550,06120,4,2
02550,06385,4,2
02550,06467,4,2
02550,06988,4,2
02550,07018,4,2
02550,07232,4,2
02550,07233,4,2
02550,07369,4,2
02550,07435,4,2
02550,07481,4,2
02550,07566,4,2
02550,07582,4,2
02550,07583,4,2
02550,07717,4,2
02550,07751,4,2
02550,07940,4,2
02550,07962,4,2
02550,08082,4,2
02550,08222,4,2
02550,08556,4,2
02550,08577,4,2
02550,08578,4,2
02550,08580,4,2
02550,08930,4,2
02550,08937,4,2
02550,11767,4,2
02550,11770,4,2
02550,11783,4,2
02550,11802,4,2
02550,11848,4,2
02550,11898,4,2
02550,11972,4,2
02550,11991,4,2
02550,11995,4,2
02550,12040,4,2
02550,12056,4,2
02550,12123,4,2
02550,12151,4,2
02550,12329,4,2
02550,12331,4,2
02550,12407,4,2
02550,12511,4,2
02550,12513,4,2
02550,12557,4,2
02550,12558,4,2
02550,12673,4,2
02550,12722,4,2
02550,12828,4,2
02550,12961,4,2
02550,12980,4,2
02550,12984,4,2
02550,13001,4,2
02550,13097,4,2
02550,13168,4,2
02550,13190,4,2
02550,13248,4,2
02550,13314,4,2
02550,13322,4,2
02550,13399,4,2
02550,13480,4,2
02550,13543,4,2
02551,04400,4,2
02551,09164,4,2
02551,10928,4,2
02552,04400,4,2
02553,10928,4,2
02554,10738,4,2
02555,11513,4,2
02555,18112,4,2
02555,18144,4,2
02555,18204,4,2
02556,04400,4,2
02556,10928,4,2
02557,09305,4,2
02557,10928,4,2
02557,17156,2,2
02557,20285,6,2
02558,10738,4,2
02558,10755,4,2
02559,04400,4,2
02559,09164,4,2
02559,10928,4,2
02559,17143,2,2
02560,04400,4,2
02560,09163,4,2
02560,10738,4,2
02560,10928,4,2
02560,17143,2,2
02561,09164,4,2
02562,09164,4,2
02563,09163,4,2
02564,09302,4,2
02564,11212,4,2
02565,04400,4,2
02565,09164,4,2
02565,10928,4,2
02565,10941,4,2
02565,20211,6,2
02566,20511,6,2
02567,10736,4,2
02567,10738,4,2
02567,10755,4,2
02568,09903,4,2
02569,04400,4,2
02569,10928,4,2
02570,04393,4,2
02570,04400,4,2
02570,10928,4,2
02571,04400,4,2
02571,10928,4,2
02571,10941,4,2
02572,10738,4,2
02572,10755,4,2
02573,04400,4,2
02573,10928,4,2
02573,20303,6,2
02574,04597,4,2
02574,04743,4,2
02574,04745,4,2
02574,04787,4,2
02574,04990,4,2
02574,05043,4,2
02574,05148,4,2
02574,05235,4,2
02574,05237,4,2
02574,05917,4,2
02574,06385,4,2
02574,06425,4,2
02574,06503,4,2
02574,06916,4,2
02574,07302,4,2
02574,07436,4,2
02574,07751,4,2
02574,08102,4,2
02574,08172,4,2
02574,08173,4,2
02574,08551,4,2
02574,08783,4,2
02574,08837,4,2
02574,08924,4,2
02575,11765,4,2
02575,11899,4,2
02575,11907,4,2
02575,11908,4,2
02575,11909,4,2
02575,11910,4,2
02575,11911,4,2
02575,12123,4,2
02575,12124,4,2
02575,12125,4,2
02575,12230,4,2
02575,12233,4,2
02575,12320,4,2
02575,12396,4,2
02575,12408,4,2
02575,12418,4,2
02575,12509,4,2
02575,12568,4,2
02575,12594,4,2
02575,12595,4,2
02575,12596,4,2
02575,12722,4,2
02575,12727,4,2
02575,12742,4,2
02575,12818,4,2
02575,12875,4,2
02575,12996,4,2
02575,13083,4,2
02575,13192,4,2
02575,13348,4,2
02575,13351,4,2
02575,13565,4,2
02575,13566,4,2
02576,04400,4,2
02576,10928,4,2
02577,10738,4,2
02577,10755,4,2
02578,10755,4,2
02579,10746,4,2
02580,10928,4,2
02581,03328,4,2
02581,09903,4,2
02581,10755,4,2
02581,10953,4,2
02581,11689,4,2
02581,11690,4,2
02581,11697,4,2
02581,11745,4,2
02581,11747,4,2
02581,11796,4,2
02581,11872,4,2
02581,11878,4,2
02581,11879,4,2
02581,11898,4,2
02581,11907,4,2
02581,11983,4,2
02581,11984,4,2
02581,11985,4,2
02581,12013,4,2
02581,12123,4,2
02581,12126,4,2
02581,12131,4,2
